seqnames	start	end	width	strand	name	score	signalValue	pValue	qValue	relSummit	TSS_intersect	VistaLimb_intersect	H3K27Ac_intersect	category
chr12	30292979	30292979	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6143	584	13.9401	62.4255	58.4322	232	FALSE	FALSE	FALSE	
chr12	30318198	30318198	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6144	259	9.19356	29.4559	25.9847	157	FALSE	FALSE	FALSE	
chr12	30390717	30390717	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6145	121	6.38876	15.2223	12.1264	145	FALSE	FALSE	FALSE	
chr12	30504326	30504326	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6146	78	5.16015	10.7478	7.83055	153	FALSE	FALSE	FALSE	
chr12	30511099	30511099	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6147	564	14.9116	60.4174	56.4495	212	FALSE	FALSE	FALSE	
chr12	30604294	30604294	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6149	167	7.32084	19.9489	16.7106	140	FALSE	FALSE	TRUE	H3K27Ac
chr12	30711041	30711041	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6151	112	6.14304	14.2923	11.2294	191	FALSE	FALSE	FALSE	
chr12	31026708	31026708	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6152a	1431	16.0196	147.914	143.169	510	FALSE	FALSE	FALSE	
chr12	31185640	31185640	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6153	79	4.8681	10.8225	7.90247	111	FALSE	FALSE	TRUE	H3K27Ac
chr12	31295750	31295750	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6158	103	5.37781	13.4003	10.3709	140	FALSE	FALSE	TRUE	H3K27Ac
chr12	31302329	31302329	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6159	82	5.18925	11.1616	8.23013	87	FALSE	FALSE	FALSE	
chr12	31309390	31309390	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6160	119	6.27888	14.993	11.9099	108	FALSE	FALSE	FALSE	
chr12	31444207	31444207	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6161	155	6.24508	18.7436	15.5392	292	FALSE	FALSE	FALSE	
chr12	31499705	31499705	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6165b	50	4.16498	7.78183	5.03149	287	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	31545440	31545440	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6167	147	6.27486	17.9631	14.7824	204	FALSE	FALSE	TRUE	H3K27Ac
chr12	31782128	31782128	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6171	168	7.61737	20.1048	16.8595	177	FALSE	FALSE	FALSE	
chr12	31949221	31949221	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6173	56	4.05652	8.39404	5.60179	173	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	32044654	32044654	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6176	70	4.91443	9.90942	7.03251	251	FALSE	FALSE	TRUE	H3K27Ac
chr12	32169384	32169384	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6179	374	11.8458	41.1178	37.4274	170	FALSE	FALSE	FALSE	
chr12	32456145	32456145	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6183	74	4.95338	10.3265	7.43484	151	FALSE	FALSE	FALSE	
chr12	32617280	32617280	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6184	121	6.38876	15.2223	12.1264	133	FALSE	FALSE	FALSE	
chr12	32954855	32954855	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6186	181	7.12374	21.3988	18.1193	307	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	33027369	33027369	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6187	138	6.82968	17.0243	13.8731	116	FALSE	FALSE	TRUE	H3K27Ac
chr12	33345534	33345534	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6190c	103	5.1942	13.3294	10.3091	540	FALSE	FALSE	TRUE	H3K27Ac
chr12	33346203	33346203	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6191	58	4.03804	8.63022	5.82876	154	FALSE	FALSE	TRUE	H3K27Ac
chr12	33429627	33429627	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6193a	69	4.87834	9.837	6.97436	125	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	33429850	33429850	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6193b	47	4.17727	7.52342	4.78348	348	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	33592536	33592536	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6196	243	6.49859	27.8261	24.39	207	FALSE	FALSE	TRUE	H3K27Ac
chr12	33593832	33593832	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6197	273	7.09744	30.8475	27.3469	363	FALSE	FALSE	TRUE	H3K27Ac
chr12	33793127	33793127	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6202	317	10.195	35.3504	31.761	191	FALSE	FALSE	FALSE	
chr12	33894897	33894897	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6204	810	12.6171	85.2936	81.0421	431	FALSE	FALSE	FALSE	
chr12	33896037	33896037	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6205	297	6.98448	33.2871	29.7362	173	FALSE	FALSE	FALSE	
chr12	33935081	33935081	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6206a	68	4.38024	9.71977	6.86213	80	FALSE	FALSE	FALSE	
chr12	33935371	33935371	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6206b	129	5.70143	16.112	12.9907	370	FALSE	FALSE	FALSE	
chr12	33940369	33940369	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6207	145	5.85027	17.7027	14.529	337	FALSE	FALSE	FALSE	
chr12	33956054	33956054	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6209	125	5.23027	15.6112	12.5048	124	FALSE	FALSE	TRUE	H3K27Ac
chr12	33957709	33957709	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6210b	95	4.52279	12.5789	9.5826	337	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	33979705	33979705	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6216	121	5.66018	15.2221	12.1264	284	FALSE	FALSE	FALSE	
chr12	34050544	34050544	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6218	276	8.97119	31.1716	27.6636	107	FALSE	FALSE	FALSE	
chr12	34155977	34155977	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6223	63	4.39885	9.15364	6.31732	168	FALSE	FALSE	FALSE	
chr12	34170823	34170823	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6224	246	8.84728	28.0868	24.6452	121	FALSE	FALSE	TRUE	H3K27Ac
chr12	34200186	34200186	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6225	2820	19.0349	287.501	282.029	303	FALSE	FALSE	TRUE	H3K27Ac
chr12	34201589	34201589	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6226	102	3.20118	13.2791	10.2605	238	FALSE	FALSE	TRUE	H3K27Ac
chr12	34215552	34215552	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6227a	352	6.86553	38.892	35.2399	305	FALSE	FALSE	TRUE	H3K27Ac
chr12	34215864	34215864	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6227b	646	9.11786	68.7026	64.6326	617	FALSE	FALSE	TRUE	H3K27Ac
chr12	34220715	34220715	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6229	264	5.5079	29.9021	26.4204	197	FALSE	FALSE	TRUE	H3K27Ac
chr12	34269862	34269862	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6231a	237	6.98962	27.1727	23.7518	233	FALSE	FALSE	TRUE	H3K27Ac
chr12	34274167	34274167	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6232	132	5.13338	16.4192	13.285	144	FALSE	FALSE	FALSE	
chr12	34279170	34279170	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6233	202	7.61867	23.576	20.24	231	FALSE	FALSE	TRUE	H3K27Ac
chr12	34343033	34343033	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6235	139	6.47362	17.1358	13.9772	150	FALSE	FALSE	FALSE	
chr12	34354414	34354414	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6236	77	5.11201	10.6504	7.74668	129	FALSE	FALSE	FALSE	
chr12	34379841	34379841	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6237b	366	10.2477	40.3675	36.6895	380	FALSE	FALSE	FALSE	
chr12	34412064	34412064	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6238	170	7.2496	20.268	17.0191	174	FALSE	FALSE	FALSE	
chr12	34581642	34581642	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6242	943	17.3146	98.7098	94.3315	261	FALSE	FALSE	FALSE	
chr12	34587395	34587395	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6243	89	5.38337	11.9285	8.96172	196	FALSE	FALSE	TRUE	H3K27Ac
chr12	34594305	34594305	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6244a	301	8.6799	33.7262	30.1668	259	FALSE	FALSE	FALSE	
chr12	34594650	34594650	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6244b	253	7.87773	28.8091	25.3511	604	FALSE	FALSE	FALSE	
chr12	34616840	34616840	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6245	536	13.2276	57.6294	53.6967	220	FALSE	FALSE	FALSE	
chr12	34637173	34637173	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6246a	1287	13.5517	133.429	128.777	208	FALSE	FALSE	TRUE	H3K27Ac
chr12	34637364	34637364	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6246b	1028	11.7576	107.28	102.828	399	FALSE	FALSE	TRUE	H3K27Ac
chr12	34637940	34637940	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6246c	440	7.13755	47.8028	44.0055	975	FALSE	FALSE	TRUE	H3K27Ac
chr12	34647299	34647299	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6247	355	10.284	39.2368	35.5783	205	FALSE	FALSE	FALSE	
chr12	34660246	34660246	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6249	1157	18.8101	120.322	115.765	214	FALSE	FALSE	FALSE	
chr12	34683577	34683577	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6251	616	13.7925	65.6808	61.6469	215	FALSE	FALSE	TRUE	H3K27Ac
chr12	34715156	34715156	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6253	244	8.54745	27.9172	24.4794	174	FALSE	FALSE	TRUE	H3K27Ac
chr12	34792201	34792201	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6254	189	7.70289	22.2772	18.9738	201	FALSE	FALSE	TRUE	H3K27Ac
chr12	34823405	34823405	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6255	163	7.15924	19.5895	16.3603	162	FALSE	FALSE	FALSE	
chr12	34865462	34865462	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6256	260	9.21013	29.4945	26.0223	260	FALSE	FALSE	FALSE	
chr12	35171797	35171797	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6258	245	7.75286	27.9507	24.5123	176	FALSE	FALSE	FALSE	
chr12	35176150	35176150	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6259	350	9.62499	38.6646	35.0162	209	FALSE	FALSE	FALSE	
chr12	35232246	35232246	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6261	265	8.98454	30.0843	26.5991	246	FALSE	FALSE	FALSE	
chr12	35287365	35287365	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6264	211	8.2174	24.4754	21.1168	162	FALSE	FALSE	FALSE	
chr12	35313359	35313359	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6265	273	10.0746	30.854	27.3521	154	FALSE	FALSE	FALSE	
chr12	35831389	35831389	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6267	112	6.13484	14.2753	11.219	141	FALSE	FALSE	FALSE	
chr12	36317567	36317567	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6270	493	11.2177	53.268	49.3923	243	FALSE	FALSE	TRUE	H3K27Ac
chr12	36424005	36424005	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6272	280	10.1227	31.5586	28.0432	157	FALSE	FALSE	TRUE	H3K27Ac
chr12	36476678	36476678	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6273	444	12.3137	48.2932	44.4883	291	FALSE	FALSE	FALSE	
chr12	36619064	36619064	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6274	284	10.3203	31.991	28.4661	139	FALSE	FALSE	FALSE	
chr12	36627668	36627668	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6275	158	7.37165	19.099	15.8817	373	FALSE	FALSE	FALSE	
chr12	36721256	36721256	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6277a	44	3.74756	7.1729	4.46778	94	FALSE	FALSE	TRUE	H3K27Ac
chr12	36721485	36721485	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6277b	86	4.90712	11.5897	8.64246	323	FALSE	FALSE	TRUE	H3K27Ac
chr12	36784271	36784271	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6278	74	4.64962	10.3359	7.4441	267	FALSE	FALSE	FALSE	
chr12	36790928	36790928	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6279a	1675	8.6453	172.437	167.53	230	FALSE	FALSE	TRUE	H3K27Ac
chr12	36791696	36791696	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6279b	297	3.58156	33.3131	29.7617	998	FALSE	FALSE	TRUE	H3K27Ac
chr12	36794119	36794119	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6280	1403	7.71564	145.11	140.384	612	FALSE	FALSE	TRUE	H3K27Ac
chr12	36802227	36802227	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6281	525	12.8096	56.5042	52.5859	300	FALSE	FALSE	FALSE	
chr12	36826860	36826860	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6282	119	5.72925	14.995	11.9118	359	FALSE	FALSE	FALSE	
chr12	36831882	36831882	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6283	99	5.71644	13.0042	9.99467	300	FALSE	FALSE	FALSE	
chr12	36858626	36858626	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6284	139	6.8802	17.1304	13.972	94	FALSE	FALSE	FALSE	
chr12	36864427	36864427	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6285	173	6.98266	20.5865	17.3298	203	FALSE	FALSE	FALSE	
chr12	37084060	37084060	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6289	219	8.59404	25.3239	21.9462	180	FALSE	FALSE	FALSE	
chr12	37112449	37112449	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6291	161	6.48286	19.3514	16.1283	148	FALSE	FALSE	TRUE	H3K27Ac
chr12	37126656	37126656	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6292	282	9.70119	31.7926	28.2725	137	FALSE	FALSE	FALSE	
chr12	37189247	37189247	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6294	273	10.0746	30.854	27.3521	306	FALSE	FALSE	FALSE	
chr12	37272837	37272837	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6296	615	13.5019	65.5734	61.5406	319	FALSE	FALSE	FALSE	
chr12	37303164	37303164	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6298	93	5.21875	12.3017	9.32267	196	FALSE	FALSE	FALSE	
chr12	37306973	37306973	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6299a	98	5.13398	12.824	9.82007	156	FALSE	FALSE	FALSE	
chr12	37307102	37307102	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6299b	105	5.30753	13.6044	10.5692	285	FALSE	FALSE	FALSE	
chr12	37358707	37358707	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6303	209	7.69236	24.2566	20.9049	192	FALSE	FALSE	FALSE	
chr12	37394647	37394647	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6304	113	5.34509	14.4389	11.3719	102	FALSE	FALSE	FALSE	
chr12	37395227	37395227	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6305	51	3.82563	7.86434	5.1104	185	FALSE	FALSE	FALSE	
chr12	37426533	37426533	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6306a	153	5.34105	18.5429	15.3438	134	FALSE	FALSE	TRUE	H3K27Ac
chr12	37427065	37427065	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6306b	805	13.6046	84.7919	80.5451	666	FALSE	FALSE	TRUE	H3K27Ac
chr12	37442670	37442670	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6307	212	6.08342	24.6282	21.2662	170	FALSE	FALSE	TRUE	H3K27Ac
chr12	37445690	37445690	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6308	337	7.67802	37.357	33.7318	175	FALSE	FALSE	TRUE	H3K27Ac
chr12	37447005	37447005	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6309	102	4.24009	13.2439	10.2265	136	FALSE	FALSE	FALSE	
chr12	37541198	37541198	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6311	762	16.3357	80.4392	76.2381	228	FALSE	FALSE	FALSE	
chr12	37572167	37572167	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6312	85	5.15518	11.4455	8.5037	302	FALSE	FALSE	TRUE	H3K27Ac
chr12	37574348	37574348	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6313	119	6.10802	15.046	11.961	186	FALSE	FALSE	TRUE	H3K27Ac
chr12	38545371	38545371	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6318	94	5.6516	12.4835	9.49021	172	FALSE	FALSE	FALSE	
chr12	38816297	38816297	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6320	151	7.0083	18.3213	15.1278	465	FALSE	FALSE	FALSE	
chr12	38843914	38843914	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6323	68	3.92508	9.71792	6.86035	193	FALSE	FALSE	FALSE	
chr12	38848114	38848114	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6324	839	13.9308	88.1825	83.9024	216	FALSE	FALSE	FALSE	
chr12	38988081	38988081	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6326	103	5.89732	13.3791	10.3504	134	FALSE	FALSE	FALSE	
chr12	39037548	39037548	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6327	198	8.35453	23.2025	19.8751	260	FALSE	FALSE	FALSE	
chr12	39073751	39073751	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6329a	62	4.48277	9.0266	6.20814	136	FALSE	FALSE	FALSE	
chr12	39073910	39073910	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6329b	61	4.46631	8.99218	6.17522	295	FALSE	FALSE	FALSE	
chr12	39301414	39301414	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6334	86	5.40587	11.6062	8.64997	219	FALSE	FALSE	FALSE	
chr12	39326322	39326322	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6335	78	5.16015	10.7478	7.83055	127	FALSE	FALSE	FALSE	
chr12	39449670	39449670	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6337	134	6.64316	16.629	13.4888	231	FALSE	FALSE	FALSE	
chr12	39684260	39684260	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6339a	74	4.36472	10.2911	7.40078	138	FALSE	FALSE	FALSE	
chr12	39684546	39684546	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6339b	299	8.81545	33.5517	29.9957	424	FALSE	FALSE	FALSE	
chr12	39781681	39781681	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6340a	52	4.02309	8.04217	5.28038	119	FALSE	FALSE	FALSE	
chr12	39781949	39781949	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6340b	33	3.42529	5.99937	3.39453	387	FALSE	FALSE	FALSE	
chr12	39788131	39788131	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6341	705	14.8691	74.7381	70.598	178	FALSE	FALSE	FALSE	
chr12	39798216	39798216	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6342	247	9.15105	28.2277	24.7832	208	FALSE	FALSE	FALSE	
chr12	39885151	39885151	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6344	208	7.86501	24.1696	20.8199	139	FALSE	FALSE	FALSE	
chr12	40210402	40210402	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6349	51	4.20498	7.86243	5.10855	177	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	40327329	40327329	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6352	107	5.70151	13.7524	10.7127	193	FALSE	FALSE	FALSE	
chr12	40434413	40434413	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6355	83	5.08028	11.2847	8.34892	134	FALSE	FALSE	FALSE	
chr12	40445636	40445636	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6356	142	6.05706	17.4198	14.2539	218	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	40471905	40471905	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6357a	210	6.9952	24.3655	21.0093	145	FALSE	FALSE	FALSE	
chr12	40472122	40472122	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6357b	185	6.56867	21.7976	18.5081	362	FALSE	FALSE	FALSE	
chr12	40474589	40474589	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6358	117	4.8559	14.8759	11.7963	165	FALSE	FALSE	FALSE	
chr12	40477933	40477933	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6359	351	9.88622	38.7883	35.1379	139	FALSE	FALSE	FALSE	
chr12	40570535	40570535	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6360	176	7.31082	20.8874	17.6229	239	FALSE	FALSE	TRUE	H3K27Ac
chr12	40683472	40683472	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6365	94	5.6516	12.4835	9.49021	147	FALSE	FALSE	FALSE	
chr12	40702626	40702626	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6366	332	10.3311	36.9016	33.2842	287	FALSE	FALSE	FALSE	
chr12	40753992	40753992	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6367	139	6.8802	17.1304	13.972	134	FALSE	FALSE	FALSE	
chr12	41224753	41224753	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6373	247	9.11675	28.1501	24.7073	181	FALSE	FALSE	FALSE	
chr12	41355456	41355456	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6375	139	6.8802	17.1304	13.972	115	FALSE	FALSE	FALSE	
chr12	41360737	41360737	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6376a	86	5.40587	11.6062	8.64997	292	FALSE	FALSE	FALSE	
chr12	41361105	41361105	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6376b	34	3.68582	6.05215	3.42121	660	FALSE	FALSE	FALSE	
chr12	41558010	41558010	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6380	146	6.79934	17.8641	14.6864	97	FALSE	FALSE	FALSE	
chr12	41830479	41830479	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6382	40	3.93154	6.77496	4.08748	212	FALSE	FALSE	FALSE	
chr12	43204747	43204747	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6384	273	10.0746	30.854	27.3521	209	FALSE	FALSE	FALSE	
chr12	44188472	44188472	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6387	371	11.4236	40.7948	37.1097	171	FALSE	FALSE	FALSE	
chr12	44268948	44268948	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6389a	65	4.6722	9.4186	6.57252	170	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	45133682	45133682	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6391	178	7.42903	21.1587	17.8848	166	FALSE	FALSE	FALSE	
chr12	45564344	45564344	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6394	70	4.91443	9.90942	7.03251	120	FALSE	FALSE	FALSE	
chr12	46369064	46369064	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6395	86	5.40587	11.6062	8.64997	137	FALSE	FALSE	FALSE	
chr12	46521155	46521155	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6396	131	6.47885	16.2759	13.1454	197	FALSE	FALSE	TRUE	H3K27Ac
chr12	46635677	46635677	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6397	1565	21.1769	161.391	156.555	301	FALSE	FALSE	FALSE	
chr12	47162761	47162761	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6400	147	7.03129	17.9076	14.7286	149	FALSE	FALSE	FALSE	
chr12	47175620	47175620	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6401	307	10.8117	34.2952	30.7247	202	FALSE	FALSE	FALSE	
chr12	47351779	47351779	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6402	78	5.16015	10.7478	7.83055	121	FALSE	FALSE	FALSE	
chr12	50648293	50648293	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6406	134	6.2198	16.554	13.416	162	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	50733041	50733041	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6407	21	3.19438	4.68988	2.18816	152	FALSE	FALSE	FALSE	
chr12	51002142	51002142	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6411	43	3.82981	7.09279	4.3913	177	FALSE	FALSE	FALSE	
chr12	51348032	51348032	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6412a	141	6.17156	17.2846	14.1222	182	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr12	51744890	51744890	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6416a	77	5.1018	10.6297	7.72676	106	FALSE	FALSE	FALSE	
chr12	51745097	51745097	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_6416b	62	4.63442	9.02362	6.20544	313	FALSE	FALSE	FALSE	
